F13	I2	0.00055595
F14	I2	6.6317e-05
F16	I2	1.33229e-05
F19	I2	2.57378e-05
F25	I2	0.000114674
F26	I2	3.46489e-05
F27	I2	0.001992955
F28	I2	2.66207e-05
F29	I2	0.001514333
F42	I2	0.00048264
F43	I2	0.000144482
F45	I2	5.12329e-05
F46	I2	0.001689299
F49	I2	0.001911155
F50	I2	0.001314948
F51	I2	0.004181667
F52	I2	0.001036174
F53	I2	0.001455969
F59	I2	0.002019584
F60	I2	0.000247358
F61	I2	0.002284462
F62	I2	0.000193052
F64	I2	3.46849e-05
F67	I2	0.001260117
F68	I2	0.001329348
F70	I2	0.002268493
F71	I2	0.002171429
F74	I2	8.07045e-05
F76	I2	0.000709589
F77	I2	1.61096e-06
F78	I2	0.000452978
F83	I2	2.23937e-05
F84	I2	0.001145303
F88	I2	0.000118647
F89	I2	3.99718e-05
F90	I2	0.000585519
F91	I2	0.001371523
F95	I2	0.001471624
F98	I2	0.000405285
F102	I2	0.001584579
F104	I2	0.000663912
F109	I2	1.42027e-05
F112	I2	0.000705314
F118	I2	2.56282e-06
F119	I2	0.000561938
F121	I2	0.000264153
F122	I2	1.18356e-05
F131	I2	0.001692368
F132	I2	0.000107238
F135	I2	3.36125e-05
F136	I2	1.11311e-05
F138	I2	3.5225e-06
F139	I2	0.001588391
F143	I2	1.68329e-05
F144	I2	1.18826e-06
F145	I2	0.00066322
F147	I2	0.001991389
F148	I2	0.001531115
F149	I2	3.22755e-05
F150	I2	0.000386752
F151	I2	0.000698694
F152	I2	0.000230225
F154	I2	0.000300963
F155	I2	0.000586145
F167	I2	0.00016909
F168	I2	0.000587036
F169	I2	0.000648053
F185	I2	1.83108e-05
F187	I2	0.000117307
F188	I2	0.000179184
F192	I2	0.001232792
F194	I2	0.000139507
F199	I2	9.75656e-06
F206	I2	3.06098e-05
F207	I2	6.38685e-05
I11	I3	1.60274e-06
I12	I3	1.91781e-06
I17	I3	6.32877e-06
I19	I3	6.44692e-05
I29	I3	7.60274e-07
I31	I3	5.54795e-08
I33	I3	4.81164e-07
R1	I3	4.07534e-06
F62	I3	8.21979e-06
F75	I3	2.41096e-08
F111	I3	3.81164e-07
F116	I3	9.30137e-08
F117	I3	2.47354e-05
F118	I3	1.83322e-05
F134	I3	2.87425e-06
F135	I3	6.81096e-06
F138	I3	1.01712e-06
F141	I3	1.97247e-05
F142	I3	2.4142e-05
F143	I3	1.79967e-05
F144	I3	1.94429e-05
F149	I3	2.6476e-07
F153	I3	1.66346e-06
F156	I3	4.63356e-08
F159	I3	1.06952e-06
F160	I3	4.92123e-07
F164	I3	2.84521e-07
F165	I3	7.07534e-08
F206	I3	8.60164e-06
I11	I4	4.23865e-05
I12	I4	7.60783e-06
I17	I4	5.02117e-05
I19	I4	0.002841617
F20	I4	3.59289e-05
F44	I4	0.000100335
F116	I4	9.71647e-05
F117	I4	1.51251e-05
F118	I4	1.92741e-05
F119	I4	1.06238e-06
F141	I4	1.07778e-06
F143	I4	1.21725e-06
F144	I4	6.87422e-07
F150	I4	1.96264e-06
F151	I4	3.85636e-05
F153	I4	2.93282e-05
F206	I4	1.6346e-05
I12	I5	3.28767e-05
I17	I5	0.000216986
I19	I5	0.004911937
I31	I5	6.34051e-06
F43	I5	7.33699e-05
F62	I5	3.591e-05
F116	I5	6.64384e-05
F117	I5	3.1047e-05
F118	I5	2.24247e-05
F134	I5	0.000130552
F135	I5	2.10078e-05
F143	I5	7.89041e-06
F144	I5	8.91194e-06
F160	I5	1.96849e-05
F161	I5	1.73014e-05
I12	I6	0.000177028
I17	I6	0.001168388
I19	I6	0.026448894
I31	I6	3.41412e-05
F43	I6	0.016288978
F45	I6	0.008965753
F62	I6	0.002861749
F81	I6	0.000643456
F116	I6	0.000343435
F118	I6	0.000620991
F135	I6	0.001476502
F142	I6	0.000321307
F143	I6	0.000651465
F144	I6	0.000783793
F145	I6	0.01259431
F146	I6	0.003114099
F150	I6	0.001735427
F152	I6	0.010319241
I12	I7	2.53594e-06
I17	I7	1.25529e-05
I29	I7	1.00532e-05
I31	I7	3.66806e-07
I33	I7	1.2725e-05
R1	I7	3.16993e-06
F11	I7	1.80233e-07
F13	I7	1.05106e-06
F62	I7	1.49575e-06
F118	I7	1.11197e-06
F143	I7	1.52157e-07
F144	I7	3.43711e-07
F149	I7	8.16891e-06
F151	I7	2.85656e-06
F152	I7	1.4636e-06
F153	I7	4.18974e-06
F156	I7	3.06351e-07
F161	I7	6.6727e-07
I11	I8	0.000139369
I17	I8	0.000183443
I19	I8	0.003737344
F75	I8	2.09649e-06
F83	I8	7.9869e-06
F118	I8	0.000116998
F141	I8	7.08755e-06
I29	I9	4.34442e-06
F11	I9	2.80391e-05
F55	I9	0.000486176
F64	I9	0.000111487
F65	I9	0.000302971
F74	I9	1.61409e-05
F75	I9	0.000708133
F77	I9	0.000193315
F78	I9	5.90841e-05
F79	I9	0.000429159
F82	I9	0.000317072
F83	I9	0.000111969
F97	I9	2.07241e-05
F98	I9	4.85049e-05
F99	I9	0.000197613
F113	I9	0.000277605
F121	I9	0.000283022
F122	I9	0.000190215
F126	I9	4.15656e-05
F138	I9	0.000308219
F196	I9	2.27789e-05
F197	I9	0.0001818
F75	I10	7.71507e-06
I12	I11	3.19635e-05
I16	I11	5.1446e-06
F11	I11	6.05784e-07
F47	I11	0.00016895
F66	I11	4.55099e-06
F74	I11	6.27702e-06
F75	I11	4.28615e-06
F77	I11	7.67443e-05
F79	I11	4.66324e-05
F82	I11	5.01826e-06
F89	I11	4.48402e-06
F90	I11	0.000106606
F94	I11	3.11644e-06
F96	I11	2.29772e-05
F97	I11	1.69247e-05
F98	I11	1.57192e-05
F99	I11	3.27321e-05
F100	I11	9.51294e-07
F111	I11	1.21005e-06
F113	I11	2.95845e-05
F121	I11	6.38052e-05
F136	I11	4.32877e-06
F138	I11	2.39726e-05
F146	I11	2.12177e-06
F156	I11	1.02968e-06
F181	I11	7.70776e-06
F196	I11	1.40259e-05
F198	I11	4.68189e-05
F207	I11	1.50228e-05
F208	I11	3.50076e-05
I12	I12	3.93397e-05
I16	I12	0.000394155
I17	I12	4.32736e-05
I21	I12	0.00176326
I25	I12	9.44854e-05
I26	I12	0.000155954
I29	I12	6.23815e-05
I31	I12	4.55216e-05
R1	I12	6.14682e-06
F2	I12	3.35371e-06
F11	I12	9.50615e-06
F21	I12	2.20808e-05
F26	I12	2.82684e-06
F31	I12	0.000191066
F32	I12	5.93565e-05
F39	I12	1.49982e-05
F41	I12	0.000120969
F47	I12	3.89884e-05
F48	I12	0.0001151
F56	I12	0.000256857
F57	I12	0.000199747
F58	I12	7.45571e-05
F64	I12	1.25992e-05
F65	I12	0.000131045
F66	I12	4.20091e-06
F73	I12	8.30854e-05
F74	I12	2.75223e-05
F75	I12	1.38476e-05
F76	I12	1.91043e-05
F77	I12	0.000109876
F78	I12	1.59073e-05
F79	I12	3.7759e-06
F81	I12	3.21728e-05
F82	I12	4.69842e-05
F83	I12	3.01454e-05
F86	I12	7.00386e-06
F89	I12	5.38082e-05
F90	I12	0.000239803
F94	I12	4.31507e-05
F96	I12	8.04721e-05
F97	I12	0.000108615
F98	I12	5.12687e-05
F99	I12	0.000145817
F100	I12	9.35195e-05
F101	I12	0.000277176
F102	I12	4.67903e-05
F103	I12	0.000133309
F104	I12	4.27524e-05
F105	I12	5.59656e-05
F106	I12	2.26906e-06
F108	I12	3.67826e-05
F109	I12	1.2746e-05
F111	I12	1.67545e-06
F112	I12	1.38567e-05
F115	I12	6.36038e-06
F116	I12	2.86196e-06
F119	I12	1.31844e-05
F121	I12	5.15349e-06
F122	I12	6.06955e-06
F126	I12	0.000111907
F127	I12	0.000149196
F134	I12	8.69266e-06
F136	I12	1.09884e-05
F137	I12	2.93642e-06
F138	I12	1.01159e-05
F145	I12	5.13102e-05
F146	I12	3.91711e-06
F149	I12	1.81033e-06
F150	I12	6.39368e-05
F151	I12	3.3235e-06
F153	I12	2.27482e-05
F155	I12	6.57534e-06
F156	I12	9.50474e-07
F167	I12	1.72195e-05
F179	I12	1.86596e-05
F181	I12	1.42297e-05
F184	I12	4.36108e-06
F194	I12	7.69076e-05
F195	I12	5.94963e-05
F196	I12	5.72392e-05
F197	I12	5.35146e-05
F198	I12	0.000345739
F206	I12	9.19199e-05
F207	I12	9.05992e-05
F208	I12	3.23147e-05
I12	I13	1.0006e-05
I16	I13	9.66289e-06
I17	I13	1.46754e-05
I21	I13	0.000597975
I25	I13	2.56343e-05
I26	I13	7.05182e-05
I27	I13	0.000105777
I28	I13	0.000266825
I29	I13	7.93329e-06
I31	I13	6.94699e-06
I33	I13	6.69446e-07
R1	I13	1.66766e-06
F11	I13	8.91292e-06
F31	I13	2.33158e-05
F32	I13	9.45849e-06
F54	I13	1.12696e-05
F55	I13	1.55149e-05
F57	I13	1.28076e-05
F58	I13	1.05487e-05
F64	I13	8.7969e-06
F65	I13	7.04412e-05
F66	I13	1.42466e-06
F67	I13	6.3919e-05
F73	I13	2.51578e-06
F74	I13	1.35092e-05
F75	I13	9.22454e-06
F76	I13	4.93627e-06
F78	I13	4.40562e-05
F79	I13	8.19535e-06
F81	I13	5.99023e-06
F82	I13	2.91745e-06
F83	I13	3.36515e-05
F94	I13	1.12889e-05
F96	I13	8.25063e-06
F97	I13	1.91743e-05
F98	I13	7.87326e-06
F99	I13	5.12329e-05
F100	I13	3.73734e-05
F101	I13	6.81549e-05
F102	I13	1.05787e-05
F103	I13	4.85117e-05
F111	I13	3.78797e-07
F112	I13	2.25563e-06
F118	I13	7.79988e-07
F119	I13	6.70685e-06
F121	I13	3.32064e-05
F122	I13	1.77534e-05
F126	I13	5.69267e-05
F127	I13	3.32102e-06
F135	I13	5.38416e-07
F136	I13	1.76162e-05
F138	I13	2.03693e-06
F150	I13	3.09756e-06
F153	I13	3.8573e-06
F156	I13	3.22335e-07
F167	I13	1.09494e-06
F184	I13	6.47052e-07
F194	I13	2.06228e-05
F195	I13	2.45396e-05
F196	I13	3.48946e-05
F197	I13	2.72226e-05
F202	I13	7.77248e-06
F206	I13	2.07819e-05
F207	I13	5.14173e-05
F208	I13	1.09589e-05
I12	I14	4.67758e-06
I25	I14	8.98764e-06
I31	I14	3.60842e-07
F66	I14	6.65998e-07
F74	I14	2.29647e-07
F75	I14	1.5681e-07
F76	I14	5.76902e-07
F79	I14	9.5779e-07
F81	I14	2.00022e-07
F83	I14	1.99131e-07
F98	I14	3.06716e-07
F101	I14	6.41497e-06
F103	I14	3.19412e-07
F111	I14	1.7708e-07
F121	I14	4.66867e-07
F156	I14	1.50685e-07
F208	I14	5.12306e-06
I15	I15	0.015369863
I21	I15	0.017191781
F26	I15	0.000385863
F34	I15	0.001334247
F36	I15	0.001668493
F37	I15	0.001334247
F39	I15	0.000584932
F66	I15	0.000409589
F78	I15	3.44658e-05
F109	I15	0.000303781
F111	I15	4.35616e-05
F112	I15	0.000216164
F126	I15	0.000290959
F154	I15	0.000216986
F155	I15	0.000433973
F170	I15	0.009104877
F184	I15	0.000276384
F191	I15	0.000391068
F200	I15	0.004452932
F201	I15	0.00129863
F204	I15	0.001224658
F208	I15	0.001260274
I16	I16	6.61448e-06
I25	I16	7.89628e-05
F22	I16	1.40176e-05
F66	I16	5.85127e-06
F78	I16	1.23092e-06
F79	I16	3.47114e-05
F83	I16	1.39961e-05
F98	I16	5.79364e-05
F105	I16	1.81693e-05
F106	I16	2.21233e-05
F109	I16	3.45205e-05
F110	I16	7.79041e-05
F111	I16	1.55577e-06
F112	I16	7.72016e-06
F125	I16	4.40313e-05
F126	I16	1.03914e-05
F130	I16	0.000204501
F154	I16	7.74951e-06
F155	I16	1.5499e-05
F171	I16	1.44618e-06
F172	I16	2.43053e-05
F176	I16	2.62681e-05
F178	I16	1.5093e-05
F182	I16	3.26712e-05
F184	I16	9.87084e-06
F199	I16	8.34442e-06
F202	I16	0.000159614
F208	I16	4.50098e-05
I8	I17	4.98132e-05
I10	I17	0.015342466
I12	I17	0.000348692
I16	I17	8.41843e-06
I17	I17	0.000690411
I21	I17	0.000937733
I25	I17	0.000669988
I27	I17	0.000368618
I29	I17	5.52927e-06
I31	I17	8.06974e-06
F2	I17	1.18904e-05
F6	I17	0.000358849
F7	I17	0.000130214
F11	I17	4.36164e-05
F18	I17	0.000365111
F20	I17	0.000909001
F42	I17	0.002330137
F43	I17	0.001127741
F44	I17	0.00099264
F45	I17	0.001913781
F46	I17	0.000512309
F48	I17	0.000247323
F49	I17	0.000160025
F50	I17	0.00091196
F52	I17	0.000623741
F55	I17	0.000259823
F59	I17	4.23188e-05
F62	I17	0.000250456
F64	I17	0.000522902
F65	I17	0.000404563
F74	I17	0.000359502
F75	I17	0.00025074
F76	I17	0.000999875
F77	I17	0.000205031
F78	I17	0.000598451
F79	I17	0.001065629
F81	I17	6.48618e-05
F82	I17	0.00035193
F83	I17	0.000118012
F84	I17	0.00027143
F86	I17	9.68443e-05
F89	I17	0.000110062
F90	I17	0.000135492
F91	I17	0.00019457
F94	I17	2.91407e-06
F96	I17	0.000400319
F97	I17	0.000158257
F98	I17	0.001629078
F99	I17	4.42466e-05
F100	I17	2.17933e-05
F101	I17	0.000191283
F104	I17	0.000134735
F111	I17	8.11831e-05
F113	I17	0.000176658
F119	I17	0.000125626
F121	I17	0.00049594
F122	I17	0.000368518
F126	I17	2.64508e-05
F127	I17	8.9863e-05
F129	I17	1.58705e-05
F132	I17	0.00042063
F135	I17	2.95517e-05
F136	I17	0.000175315
F137	I17	6.15193e-05
F138	I17	0.000366501
F139	I17	0.000964849
F145	I17	3.3076e-05
F150	I17	0.000383205
F151	I17	0.000648082
F152	I17	0.000354192
F153	I17	0.001111853
F154	I17	1.9726e-05
F155	I17	0.000304857
F166	I17	0.000562075
F167	I17	0.000103024
F170	I17	0.000151522
F194	I17	2.53649e-05
F195	I17	0.000127325
F196	I17	0.000468692
F197	I17	0.000323935
F206	I17	0.00049072
F207	I17	0.000255661
F75	I18	0.000192877
F126	I18	0.000290959
F182	I18	0.00026137
F104	I19	0.000582247
F206	I19	0.000535671
I11	I20	2.17321e-05
I12	I20	2.60042e-06
I29	I20	1.54632e-06
R1	I20	3.25052e-06
F9	I20	5.355e-05
F77	I20	9.07871e-06
F103	I20	1.10982e-06
F127	I20	2.28465e-06
F145	I20	1.91168e-05
I12	I21	7.67123e-05
I25	I21	0.002210959
R1	I21	0.000191781
F4	I21	0.003787671
F11	I21	2.18082e-05
F22	I21	0.001542904
F23	I21	0.000921288
F26	I21	0.00016537
F54	I21	0.003474
F55	I21	0.000330411
F65	I21	0.001112548
F72	I21	0.001685014
F73	I21	0.000482192
F74	I21	0.001468822
F75	I21	0.00032789
F78	I21	0.002240274
F79	I21	0.000235616
F81	I21	0.000123014
F83	I21	0.001175671
F89	I21	0.000107616
F94	I21	0.000208356
F96	I21	0.000778521
F99	I21	5.12329e-05
F100	I21	0.00015411
F105	I21	0.000131288
F106	I21	0.000796438
F111	I21	0.000588082
F112	I21	0.000540411
F113	I21	0.00280274
F121	I21	0.000229699
F122	I21	0.001094795
F128	I21	0.001018356
F129	I21	0.002254932
F167	I21	8.39452e-05
F173	I21	0.003163151
F175	I21	0.00249863
F179	I21	0.001704411
F180	I21	0.002834904
F182	I21	0.002273918
F184	I21	0.000595288
F185	I21	0.003204384
F187	I21	0.001009041
F188	I21	0.001867342
F193	I21	0.003831973
F197	I21	0.000763562
I12	I22	3.33532e-05
I17	I22	0.003301965
I21	I22	0.01793925
I25	I22	0.003524717
I29	I22	0.000132222
F6	I22	0.00695221
F7	I22	0.000134652
F12	I22	0.000639547
F23	I22	0.002148457
F44	I22	0.003765742
F45	I22	0.000327445
F46	I22	0.000421751
F48	I22	0.000626909
F51	I22	0.000583204
F54	I22	0.000109565
F62	I22	8.7433e-06
F64	I22	0.005567183
F65	I22	6.04646e-05
F68	I22	0.002004276
F74	I22	0.000405277
F75	I22	5.03157e-05
F76	I22	0.000617034
F77	I22	2.45146e-05
F78	I22	0.000944062
F79	I22	7.68314e-05
F81	I22	0.000770173
F82	I22	6.73258e-05
F83	I22	0.000223633
F91	I22	0.00043869
F98	I22	0.000902144
F101	I22	9.1483e-05
F102	I22	0.002053508
F103	I22	5.69387e-05
F111	I22	6.62895e-05
F113	I22	0.000129982
F118	I22	0.000116998
F119	I22	0.000936164
F121	I22	0.000561763
F122	I22	0.000270161
F135	I22	2.01906e-05
F136	I22	0.000160917
F138	I22	6.96843e-05
F139	I22	0.000202835
F149	I22	9.20905e-05
F150	I22	0.000413008
F151	I22	0.000394485
F152	I22	0.000673734
F153	I22	0.000303073
F155	I22	6.00357e-05
F156	I22	1.61167e-05
F169	I22	3.13401e-05
F192	I22	0.000353568
F194	I22	6.06552e-05
F206	I22	0.000698702
F207	I22	0.000909208
I12	I23	7.67123e-05
I21	I23	0.017191781
I25	I23	0.006632877
F6	I23	0.002341644
F42	I23	0.000927616
F45	I23	0.000753123
F46	I23	0.000646685
F64	I23	0.001792055
F74	I23	0.000338959
F76	I23	0.000390274
F82	I23	0.000103233
F83	I23	2.44932e-05
F98	I23	0.00056589
F104	I23	0.000661644
F111	I23	0.000152466
F119	I23	0.001799671
F121	I23	0.000258411
F122	I23	5.91781e-05
F153	I23	0.000570329
I12	I24	0.000479452
I21	I24	0.10744863
I25	I24	0.023030822
F6	I24	0.028016096
F7	I24	0.003145377
F25	I24	0.001045205
F32	I24	0.002963356
F46	I24	0.007217466
F47	I24	0.004751712
F56	I24	0.022786986
F69	I24	0.303082192
F74	I24	0.015888699
F76	I24	0.00066524
F78	I24	0.01120137
F79	I24	0.007547089
F81	I24	0.000768836
F83	I24	0.002296233
F86	I24	0.001195034
F89	I24	0.002690411
F90	I24	0.013739726
F91	I24	0.003439726
F94	I24	0.000701199
F98	I24	0.004244178
F99	I24	0.000640411
F101	I24	0.007726027
F102	I24	0.001789041
F104	I24	0.012736644
F111	I24	0.000952911
F119	I24	0.007632534
F121	I24	0.010408219
F122	I24	0.004068493
F132	I24	0.057836644
F133	I24	0.017234589
F150	I24	0.007792295
F152	I24	0.009684932
F153	I24	0.059409247
F154	I24	0.001972603
F155	I24	0.006164384
F156	I24	0.000231678
F167	I24	0.001705137
F168	I24	0.029229795
F169	I24	0.005255993
F184	I24	0.000132877
F188	I24	0.008147603
F207	I24	0.002478767
I12	I25	3.65297e-05
I15	I25	0.002439661
I16	I25	8.81931e-05
I21	I25	0.014735812
I25	I25	0.000701892
F7	I25	0.005198513
F10	I25	0.002786562
F11	I25	8.30789e-05
F13	I25	0.000151402
F15	I25	0.000621526
F17	I25	0.001161096
F23	I25	0.002805075
F25	I25	0.000432303
F26	I25	0.000459361
F35	I25	0.000551207
F40	I25	0.000587084
F41	I25	0.002246575
F42	I25	0.002999061
F44	I25	0.004670776
F45	I25	0.00035863
F46	I25	0.002331585
F48	I25	0.000997534
F52	I25	0.001254377
F54	I25	0.000462857
F55	I25	0.000597886
F56	I25	3.37117e-05
F64	I25	0.001114873
F65	I25	0.000827789
F66	I25	0.000195042
F72	I25	0.003306223
F73	I25	0.000229615
F74	I25	0.002179022
F75	I25	0.000450046
F76	I25	0.003328311
F77	I25	0.000550411
F78	I25	0.001444279
F79	I25	0.000504892
F81	I25	0.004451924
F82	I25	0.000847984
F83	I25	0.001282975
F86	I25	0.001547854
F87	I25	0.017278513
F88	I25	0.011554547
F89	I25	0.00198578
F90	I25	0.0018985
F91	I25	0.00091726
F94	I25	0.000480822
F96	I25	0.000440235
F97	I25	0.0011191
F98	I25	0.001257534
F101	I25	0.001202348
F104	I25	0.000529315
F105	I25	0.000179739
F106	I25	0.000345545
F108	I25	0.001326027
F110	I25	0.001381279
F111	I25	0.002136595
F112	I25	0.000679374
F113	I25	0.000124566
F116	I25	2.65753e-05
F118	I25	0.000106784
F119	I25	0.001224266
F121	I25	0.000834025
F122	I25	0.003550685
F123	I25	0.0002597
F126	I25	0.00034638
F129	I25	0.000277104
F132	I25	0.004406601
F133	I25	0.006446184
F134	I25	0.000933516
F135	I25	2.21135e-05
F136	I25	2.78278e-05
F138	I25	0.000457926
F149	I25	0.001378434
F150	I25	0.000339256
F151	I25	0.000267462
F152	I25	0.0007379
F153	I25	0.000422466
F154	I25	0.003259491
F155	I25	0.000469667
F156	I25	1.76517e-05
F166	I25	0.005878995
F167	I25	0.001369106
F168	I25	0.002377169
F169	I25	0.004702505
F171	I25	0.008869928
F172	I25	0.00022544
F173	I25	0.003748141
F174	I25	0.00923516
F175	I25	0.013534247
F176	I25	0.001056373
F177	I25	0.015545075
F178	I25	0.000587619
F179	I25	0.001577652
F180	I25	0.002253307
F181	I25	0.000379883
F182	I25	0.00068454
F184	I25	0.00025816
F185	I25	0.010604984
F186	I25	0.009267684
F187	I25	0.004871233
F188	I25	0.008556556
F191	I25	3.81996e-05
F192	I25	0.000728924
F193	I25	0.014698252
F197	I25	0.000702962
F202	I25	0.00212818
F204	I25	5.8317e-05
F206	I25	0.000726001
F207	I25	0.000961461
I12	I26	0.000852359
I25	I26	0.008188737
R1	I26	0.006392694
F66	I26	0.004550989
F105	I26	0.003464536
F109	I26	0.010586301
F111	I26	0.001694064
F183	I26	0.027623744
F184	I26	0.004133942
F208	I26	0.028006088
I12	I27	0.000852359
I25	I27	0.008188737
F11	I27	0.000242314
F66	I27	0.004550989
F108	I27	0.002109589
F109	I27	0.002761644
F111	I27	0.001694064
F171	I27	0.002249619
F183	I27	0.014114764
F208	I27	0.028006088
I12	I28	0.000511416
I16	I28	0.002469406
I25	I28	0.004913242
I29	I28	0.014191781
R1	I28	0.001278539
F11	I28	0.002907763
F13	I28	0.007206758
F31	I28	0.006339543
F32	I28	0.001673425
F56	I28	0.025250046
F57	I28	0.003221918
F58	I28	0.003642374
F73	I28	0.004243288
F74	I28	0.001129863
F75	I28	0.000771507
F76	I28	0.006149772
F78	I28	0.004595434
F79	I28	0.001767123
F94	I28	0.004167123
F96	I28	0.001459726
F97	I28	0.009284384
F99	I28	0.009051142
F100	I28	0.005365297
F103	I28	0.004277991
